,id,X,Y
306,306,0.8780896,-22.670681
307,307,16.214588,37.238155
308,308,-41.212463,1.2313402
309,309,49.1298,-12.770132
310,310,32.72411,-27.05832
311,311,-5.583158,-44.511887
312,312,19.246838,14.665977
313,313,-4.674739,22.010956
314,314,-32.8349,17.015429
315,315,44.994938,-5.91896
316,316,4.3176117,-20.013752
317,317,-45.95095,1.2748927
318,318,-28.862743,3.9426365
319,319,3.2499473,21.110842
320,320,-16.27055,-24.049154
321,321,10.356411,-3.2121382
322,322,-27.076859,36.19941
323,323,-11.594831,-42.253883
324,324,4.0469823,33.23772
325,325,-42.31297,3.083525
326,326,-20.011948,-23.512934
327,327,11.593797,-2.8106678
328,328,17.77996,-13.015081
329,329,-16.867489,13.279732
330,330,0.3360139,-16.629576
331,331,0.76473576,-41.58553
332,332,13.0169325,-18.739067
333,333,19.134907,9.353548
334,334,-24.092045,33.031765
335,335,32.222847,-9.493348
336,336,-18.598001,19.32603
337,337,19.705072,43.87758
338,338,-24.08779,16.030231
339,339,-42.22566,4.51466
340,340,-11.009341,41.609093
341,341,10.994769,-4.0701513
342,342,-16.72865,20.96964
343,343,36.1076,12.387143
344,344,-20.14467,36.82175
345,345,44.64517,-6.2809477
346,346,2.7956464,12.250406
347,347,-46.004417,0.8548749
348,348,22.618307,14.295134
349,349,17.870441,45.880642
350,350,-19.571056,32.38144
351,351,46.29845,-2.5803943
352,352,14.600151,6.9542713
353,353,19.339664,31.674067
354,354,-15.1427355,26.778728
355,355,50.462315,-3.2889986
356,356,-1.81476,2.1290822
357,357,43.33404,-7.121449
358,358,18.763079,-37.156372
359,359,-26.59608,-24.635746
360,360,-19.266302,-9.092771
361,361,9.07323,2.7587268
362,362,-10.298969,30.046282
363,363,-10.183304,14.865438
364,364,-8.676696,28.534718
365,365,-39.912952,1.9796554
366,366,39.244576,-32.758656
367,367,-5.9772363,-44.734333
368,368,31.773157,9.659628
369,369,-21.073694,13.920503
370,370,7.954437,29.58564
371,371,12.990036,48.118435
372,372,-20.128536,19.482271
373,373,-16.852795,13.619378
374,374,-20.05921,35.04279
375,375,-42.4735,4.6869645
376,376,20.064724,1.1881827
377,377,19.939903,44.117977
378,378,-30.950563,-5.3220983
379,379,-9.4316,13.704921
380,380,-37.94602,18.570091
381,381,-38.084694,4.329443
382,382,35.683292,-32.270638
383,383,0.71320504,25.574657
384,384,-3.4712806,37.890236
385,385,-41.63395,5.4097404
386,386,9.2561455,10.884757
387,387,19.446846,36.34365
388,388,9.609078,-33.2934
389,389,-0.96793747,20.491991
390,390,-18.992327,-4.5414057
391,391,-46.448444,4.627094
392,392,-6.748233,-2.5255203
393,393,37.28136,17.297144
394,394,22.923363,-36.77357
395,395,-0.24845994,-44.337536
396,396,15.975704,-17.19826
397,397,50.803493,-2.8700945
398,398,25.451744,-32.795273
399,399,-29.065208,-19.504566
400,400,-30.148895,-7.262872
401,401,2.5006957,-41.725174
402,402,-22.308033,13.088029
403,403,31.325403,-10.758532
404,404,-4.68764,-3.178259
405,405,10.987668,-4.154592
406,406,20.744787,-35.533157
407,407,31.299997,-10.694077
408,408,35.593834,-27.533062
409,409,3.4677231,21.330673
410,410,-24.110643,-5.230594
411,411,24.952728,35.723278
412,412,-8.680077,19.371109
413,413,-14.998064,13.635927
414,414,-19.791853,26.027716
415,415,38.011593,19.23135
416,416,41.49501,-9.160457
417,417,33.769672,-2.3992465
418,418,33.234287,-0.9141397
419,419,-0.81216747,22.55712
420,420,20.727451,-14.415291
421,421,0.12785251,-43.131737
422,422,8.427457,32.49019
423,423,2.686601,19.28924
424,424,-20.603668,42.981243
425,425,14.575761,-1.4156461
426,426,0.9054067,52.09771
427,427,-30.738361,-21.975868
428,428,-18.863008,38.88546
429,429,-34.28251,-32.192997
430,430,5.55615,-34.692223
431,431,-2.4873307,-40.98315
432,432,-39.30616,-5.615872
433,433,9.7197485,-3.5174992
434,434,-28.672468,36.14896
435,435,-35.1106,-30.695324
436,436,0.93928,46.886562
437,437,34.1925,-6.0603404
438,438,-29.150627,20.319145
439,439,39.059162,15.81788
440,440,-29.657965,-37.84306
441,441,-4.929055,20.760792
442,442,-23.514631,17.269379
443,443,50.766106,-3.3894775
444,444,13.887892,-31.256363
445,445,34.619144,16.703146
446,446,-9.557948,46.424564
447,447,50.77188,-2.9379063
448,448,-40.080715,6.3480034
449,449,0.13592759,-43.379154
450,450,31.82276,-23.955961
451,451,-15.252351,-20.685884
452,452,3.817387,-15.222955
453,453,-35.82087,-22.365896
454,454,30.369911,-31.771221
455,455,46.044636,-7.449107
456,456,28.354816,12.612648
457,457,-44.230896,-0.4325565
458,458,-26.887838,-31.381548
459,459,-1.3307763,8.782303
460,460,-21.760689,34.14185
461,461,-18.44317,9.866186
462,462,-38.864056,-28.48324
463,463,31.402157,-1.6517227
464,464,-31.461498,-37.721107
465,465,0.18298845,-46.25764
466,466,40.7816,-14.36094
467,467,22.9853,37.918613
468,468,-11.535371,53.044193
469,469,33.75872,23.410995
470,470,23.987886,-36.590836
471,471,4.9654317,19.375189
472,472,45.92782,-27.50187
473,473,-35.59241,-18.751226
474,474,23.065126,-12.619015
475,475,45.30423,2.9986913
476,476,-31.411016,6.7934904
477,477,-46.266846,-2.7156675
478,478,0.9024987,35.206467
479,479,2.511236,1.1901727
480,480,17.37095,-10.725949
481,481,-14.008419,5.684197
482,482,-8.749681,26.906256
483,483,24.195614,32.485096
484,484,28.169416,-33.636814
485,485,35.17744,23.446812
486,486,-9.667479,-11.441251
487,487,8.513971,19.81184
488,488,-16.18902,-36.466946
489,489,-39.01792,-20.318594
490,490,-0.05327233,-12.712738
491,491,47.646065,8.038132
492,492,39.667393,-3.0870485
493,493,-45.94705,6.7669334
494,494,-19.65007,-36.771973
495,495,2.685146,-13.02244
496,496,17.284397,-21.408812
497,497,26.169847,30.7306
498,498,2.5533934,-32.700397
499,499,32.846344,10.267355
500,500,5.544829,36.312088
501,501,8.787047,19.836903
502,502,18.23297,-8.905056
503,503,38.12608,14.780485
504,504,10.592512,-24.089554
505,505,19.378119,45.40319
506,506,-18.014807,-46.812363
507,507,44.88823,3.0421143
508,508,43.455456,4.617261
509,509,12.235524,3.0342274
510,510,42.838062,-15.284292
511,511,26.684746,31.900703
512,512,15.900003,-10.235941
513,513,30.665924,-2.5338628
514,514,8.407533,-13.531952
515,515,-46.923206,5.2619114
516,516,12.630566,-12.225312
517,517,29.28078,10.715398
518,518,13.750448,36.423367
519,519,-36.798462,-18.34876
520,520,-14.049304,35.016785
521,521,22.104937,44.526775
522,522,8.159146,45.22539
523,523,32.670776,-2.050195
524,524,-29.424246,-35.887638
525,525,6.231448,21.627052
526,526,-31.544746,-36.948128
527,527,-36.359165,-14.159944
528,528,7.774531,14.421382
529,529,8.127968,20.114706
530,530,-28.804266,1.0330666
531,531,-9.372216,6.9783735
532,532,13.99532,15.423069
533,533,47.273438,10.039972
534,534,-15.556322,-36.561802
535,535,46.31322,8.077105
536,536,-5.7889676,-39.008057
537,537,32.377007,-5.89046
538,538,43.68471,-13.579681
539,539,26.891134,20.94564
540,540,1.3167686,8.055574
541,541,-12.605905,10.501619
542,542,-14.361557,-23.240019
543,543,27.453186,-5.654991
544,544,6.7824416,-14.149074
545,545,29.666336,10.993814
546,546,-4.8884344,-16.997734
547,547,-0.07075615,-37.10463
548,548,-44.417652,-5.746474
549,549,9.647566,1.3465623
550,550,-19.148296,34.2521
551,551,-46.163815,-3.0881233
552,552,24.319418,-21.885891
553,553,42.64119,1.9036587
554,554,5.1887755,-21.415457
555,555,-44.30278,-0.26298633
556,556,27.176123,-23.051117
557,557,9.67388,1.1526192
558,558,-24.309086,5.4233346
559,559,37.88884,13.594251
560,560,16.596697,28.437387
561,561,12.828688,-1.6195941
562,562,-4.140409,46.910446
563,563,-45.887074,2.4655745
564,564,-25.40276,15.559645
565,565,-1.4457827,-47.622627
566,566,-14.676948,31.983034
567,567,23.242306,33.759537
568,568,-35.78719,-5.9053173
569,569,-10.8341055,9.979728
570,570,-32.456696,0.2972685
571,571,32.89971,17.684237
572,572,30.900906,-25.885805
573,573,41.753235,1.18761
574,574,0.7016247,6.8797073
575,575,37.71462,15.992802
576,576,-26.710163,24.026955
577,577,-34.4809,-17.325241
578,578,7.154349,-31.869366
579,579,26.411032,-2.916181
580,580,-15.511348,32.456406
581,581,12.49593,-0.9057148
582,582,-13.969939,-27.813183
583,583,8.247681,19.296701
584,584,-38.737644,-6.8089895
585,585,-12.337299,6.4394407
586,586,21.382145,30.156326
587,587,47.617256,6.7427816
588,588,-13.186307,-4.5070004
589,589,5.892576,21.798807
590,590,-14.471686,23.05773
591,591,-44.65676,2.8529115
592,592,-14.37145,-36.177876
593,593,47.39092,3.0451546
594,594,16.085028,7.41682
595,595,7.9534497,19.59054
596,596,-24.49405,-35.944004
597,597,5.749583,-45.65404
598,598,-0.103873946,-44.68498
599,599,25.160032,33.682526
600,600,-10.087672,23.58114
601,601,8.028836,20.996912
602,602,-4.390025,-10.0652
603,603,-28.424894,-14.5619135
604,604,39.577545,-18.292223
605,605,-8.222097,7.305607
606,606,-39.99747,24.88876
607,607,4.7745233,-45.89907
608,608,-10.02927,45.955265
609,609,42.102894,2.0527694
610,610,-25.718678,43.626755
611,611,23.33934,28.345379
612,612,-18.706482,-28.9713
613,613,6.5328407,3.6791182
614,614,34.6346,-3.579566
615,615,33.373096,23.06541
616,616,-33.93188,18.407555
617,617,23.25835,34.514973
618,618,23.774853,-37.18501
619,619,-45.885204,6.8643584
620,620,4.548108,-21.302362
621,621,3.3681002,21.172693
622,622,2.6849523,-23.670189
623,623,5.7947583,-45.50275
624,624,8.512928,36.22095
625,625,20.811247,-11.1538725
626,626,5.12688,27.734863
627,627,27.228783,3.063914
628,628,12.020017,10.626719
629,629,8.155674,4.4067307
630,630,8.9313755,-35.28631
631,631,8.315305,21.045115
632,632,0.49451968,51.76576
633,633,-32.120274,-14.193674
634,634,9.887272,30.251844
635,635,-36.728447,7.285997
636,636,14.448092,38.98407
637,637,48.08189,3.3210022
638,638,23.916424,-32.77715
639,639,-25.166388,-18.803986
640,640,-7.4494524,50.73895
641,641,8.195431,19.127224
642,642,-37.817974,2.742456
643,643,7.5522876,0.48862103
644,644,40.57865,-11.432899
645,645,5.13419,1.4922475
646,646,-17.631758,-5.0295157
647,647,-8.848377,6.9470873
648,648,45.967667,-22.203274
649,649,6.5728893,-45.96774
650,650,-21.5758,3.8112383
651,651,24.412819,34.766567
652,652,20.996922,-17.506683
653,653,25.376911,-5.7780375
654,654,6.8963857,40.71766
655,655,-11.441137,6.8917646
656,656,-19.124016,-17.769949
657,657,-43.237144,4.068242
658,658,-17.099127,-44.194653
659,659,11.861844,2.8855503
660,660,1.6086656,-31.438343
661,661,-7.570652,7.753019
662,662,-19.418558,-23.529846
663,663,-12.223416,5.8795204
664,664,-23.094166,5.5756288
665,665,5.9914856,-46.64113
666,666,-15.7769375,-18.825954
667,667,-36.728752,-14.373885
668,668,-20.608805,-32.68895
669,669,-29.385681,-17.030775
670,670,-1.4321804,-19.450819
671,671,40.628345,2.7203245
672,672,5.92174,-38.15502
673,673,-40.365105,6.2123747
674,674,45.39686,-24.851286
675,675,8.106755,-6.6331043
676,676,38.477978,-21.940187
677,677,-19.288656,7.165469
678,678,30.307903,-28.993778
679,679,18.516855,-21.258034
680,680,-15.3392935,11.585206
681,681,-5.393742,-46.450565
682,682,-32.554993,27.39716
683,683,21.976236,35.80675
684,684,-37.188335,-2.3352785
685,685,35.627567,14.744011
686,686,-6.3407865,47.338444
687,687,-3.0765595,29.979921
688,688,-21.539993,3.3045645
689,689,-29.318884,-17.095293
690,690,9.383481,-20.912424
691,691,40.48296,2.8040335
692,692,-28.131487,18.70338
693,693,-32.94436,6.168558
694,694,15.477061,15.04215
695,695,10.392878,-3.1318865
696,696,-18.165573,-3.3269758
697,697,-18.881771,6.9992666
698,698,45.76959,-5.812283
699,699,17.908926,-22.516108
700,700,-15.504442,11.377691
701,701,-5.420986,-46.49763
702,702,-19.903648,-25.909666
703,703,20.381495,44.195553
704,704,-30.158764,32.578453
705,705,38.682095,16.416338
706,706,-35.193947,25.867044
707,707,-1.3023463,23.104445
708,708,15.629959,14.413226
709,709,-30.761845,-18.767492
710,710,25.935099,-35.826965
711,711,42.943363,3.529612
712,712,-18.735865,-13.581795
713,713,-40.876827,5.986179
714,714,-25.488237,-1.275018
715,715,10.632758,-3.056248
716,716,-40.580124,-4.102168
717,717,-16.994484,7.927492
718,718,-28.276516,29.067862
719,719,9.663879,-20.199633
720,720,20.043415,-29.793127
721,721,1.1824926,-46.263977
722,722,6.1509385,-18.373426
723,723,25.190786,36.993813
724,724,-3.4642873,48.580505
725,725,37.114464,15.254715
726,726,13.707728,15.119007
727,727,1.3481284,26.652334
728,728,16.82056,29.408226
729,729,-18.959572,6.952796
730,730,4.3742323,32.30106
731,731,10.5295515,-3.0235608
732,732,-22.132805,-4.8403783
733,733,-34.584534,-21.904064
734,734,15.300983,16.996363
735,735,5.6610255,-48.07548
736,736,-11.17055,-7.0227814
737,737,6.828089,-47.87411
738,738,19.613737,-33.539368
739,739,-3.1272428,-48.919674
740,740,23.0366,7.4283767
741,741,-2.6961906,30.13214
742,742,-33.672756,14.042083
743,743,-33.28523,-17.969145
744,744,-10.844977,27.652653
745,745,-33.81205,-15.392287
746,746,-12.749657,21.24161
747,747,47.38188,1.2050879
748,748,10.329748,-16.72154
749,749,-12.243925,4.6434226
750,750,1.2233758,39.975002
751,751,18.980791,-19.78651
752,752,-4.8093524,-3.1544173
753,753,26.207037,36.492054
754,754,-8.865938,19.464388
755,755,3.6890528,25.492682
756,756,19.18012,21.065872
757,757,26.021582,-15.741295
758,758,20.57427,18.902164
759,759,5.676178,-49.21756
760,760,-7.311363,-6.541778
761,761,31.825562,17.952557
762,762,-11.39687,-36.411854
763,763,-5.148545,33.896988
764,764,-31.278898,40.84396
765,765,48.784634,-8.449427
766,766,25.002962,15.931843
767,767,6.611945,-7.439265
768,768,16.493105,-20.016594
769,769,33.3836,18.898
770,770,-22.237194,-46.553185
771,771,23.559563,-15.380722
772,772,0.46952853,28.500542
773,773,16.113037,37.915874
774,774,-45.99146,-0.00033360627
775,775,31.792316,-11.532972
776,776,-11.879589,-23.412094
777,777,31.976454,20.006334
778,778,14.690403,-17.528866
779,779,50.33983,-2.1615424
780,780,22.969183,-38.881527
781,781,-33.368896,-17.986902
782,782,-4.4005485,31.904009
783,783,50.179165,-2.3450744
784,784,25.997194,7.610269
785,785,6.0638123,-47.83459
786,786,-7.8698773,41.74212
787,787,-33.139557,-19.971756
788,788,-22.837856,28.553707
789,789,7.17148,-7.183012
790,790,-35.080067,-27.383615
791,791,34.398872,15.748229
792,792,10.841702,11.687421
793,793,0.88015246,26.126333
794,794,9.49705,-47.65995
795,795,22.799665,30.846746
796,796,27.683199,10.414997
797,797,-18.51138,12.467052
798,798,3.7633054,41.63347
799,799,19.192955,-20.715456
800,800,-19.348747,30.595982
801,801,-33.15131,5.412621
802,802,-4.795761,-37.520348
803,803,23.452335,31.29313
804,804,-38.527,19.980179
805,805,19.23219,-20.687988
806,806,-12.678304,34.02252
807,807,-32.755432,5.2470903
808,808,-2.8297973,5.85321
809,809,49.214264,-9.015639
810,810,-7.832684,-32.282146
811,811,9.639069,-3.2742307
812,812,-17.496788,34.413357
813,813,-31.955807,6.6751285
814,814,-24.535212,-4.6316843
815,815,17.227139,-21.66989
816,816,0.13912326,-41.401012
817,817,34.823814,14.038872
818,818,-21.363987,-24.52248
819,819,11.051511,38.300785
820,820,-10.2982645,46.64827
821,821,45.07643,7.458749
822,822,-0.6844343,16.960695
823,823,33.34072,19.782948
824,824,-0.43932617,39.134045
825,825,-32.118168,-14.746545
826,826,-33.31409,36.250824
827,827,2.5368588,22.240759
828,828,-43.093155,19.984535
829,829,5.5684643,-45.889446
830,830,-19.872225,-5.9008365
831,831,34.649544,18.04402
832,832,20.850677,-20.953773
833,833,48.939217,-8.499435
834,834,-24.078194,18.600578
835,835,49.99283,-7.8996205
836,836,8.872903,-20.461132
837,837,18.711111,-21.240677
838,838,34.11444,-25.312881
839,839,20.633057,34.8449
840,840,2.4979954,-4.63691
841,841,1.6122733,-46.176865
842,842,-37.204494,16.540989
843,843,11.725214,-1.8168637
844,844,-45.967533,-4.3938756
845,845,19.256622,-20.567587
846,846,1.0622001,-27.530611
847,847,-18.114225,8.738284
848,848,-39.445747,23.621107
849,849,-21.562628,-14.397907
850,850,-14.364678,19.373787
851,851,-18.844456,7.110854
852,852,7.9320517,-39.29632
853,853,23.824873,35.981457
854,854,-24.328564,30.67904
855,855,-18.8433,7.1886525
856,856,1.2969332,5.213864
857,857,12.225451,-3.9341068
858,858,29.444181,17.177477
859,859,-32.00139,-15.421559
860,860,-27.418987,-19.07135
861,861,9.654783,-3.268532
862,862,-27.833319,-8.4084425
863,863,-29.518215,6.948573
864,864,9.868389,27.310513
865,865,35.78229,17.178507
866,866,-12.819796,0.31625965
867,867,10.667475,-3.3095055
868,868,7.3879404,36.235973
869,869,-27.26773,-15.246003
870,870,15.948636,-32.19145
871,871,50.917133,-2.816373
872,872,-24.81647,-36.031395
873,873,-44.68284,-2.2279336
874,874,0.08677151,-11.589249
875,875,-5.5826826,-7.782785
876,876,15.424556,14.792772
877,877,-27.655357,14.262446
878,878,0.6343876,7.425078
879,879,34.42917,-0.10687696
880,880,19.836042,36.263092
881,881,-0.69731903,-38.688324
882,882,-41.086903,19.992264
883,883,12.471988,48.4546
884,884,36.90293,-13.236835
885,885,34.9876,20.308456
886,886,9.3162565,-23.59211
887,887,1.1087054,28.349726
888,888,7.0241346,33.687748
889,889,-36.059143,-15.880488
890,890,-0.99664104,-0.11427749
891,891,50.846905,-2.7766638
892,892,39.348366,-34.643047
893,893,-45.306446,-4.666552
894,894,-10.009203,16.999212
895,895,-2.3545024,-6.3196006
896,896,-12.978965,5.1329618
897,897,-17.170418,6.94496
898,898,4.7710905,33.328766
899,899,34.784843,-4.1876855
900,900,-9.88898,23.755445
901,901,4.10516,-44.69753
902,902,-25.785786,-21.39297
903,903,-32.813465,-14.049107
904,904,-1.6772085,45.02144
905,905,46.96793,1.7391416
906,906,-29.87358,26.947142
907,907,-47.2985,-1.3940384
908,908,-7.4671097,50.548912
909,909,11.408656,-4.9834714
910,910,-9.818965,-46.972534
911,911,24.901045,37.497566
912,912,19.987352,-9.171182
