studentId,createdDate,updatedDate,isExpelled,expellingReason,courseCompleted,isTopPerformer,preferedMentorGithubId,readyFullTime,courseId,userId,mentorId,cvUrl,hiredById,hiredByName,isFailed,startDate,endDate,repository,repositoryLastActivityDate,idUser,educationHistory,englishLevel
5775,2019-09-07 07:15:44.722508,2020-01-20 21:00:14.414459,f,,f,True,,,11,4573,759.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/7b76bdc7-ce5b-561a-bad8-b7aef16013eb-RS2019Q3,,4573,[],
5749,2019-09-06 18:22:30.136409,2020-01-20 21:20:12.461623,f,,f,True,,,11,4554,701.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/e6780cb6-1ec0-548e-ba26-b2f4a1c3e2b3-RS2019Q3,,4554,[],
8830,2019-10-16 13:39:22.83256,2019-10-16 13:39:22.83256,t,Failed stage 1,f,False,,,11,7366,,,,,f,2019-10-16 13:39:22.831+00,2019-11-05 21:14:47.316085+00,,,7366,[],
8791,2019-10-03 06:57:22.524511,2019-10-03 06:57:22.524511,t,Failed stage 1,f,False,,,11,7300,,,,,f,2019-10-03 06:57:22.523+00,2019-11-05 21:14:47.316085+00,,,7300,[],
5969,2019-09-09 08:06:42.137361,2019-09-09 08:06:42.137361,t,Failed stage 1,f,False,,,11,4708,,,,,f,2019-09-09 07:35:20.981+00,2019-11-05 21:14:47.316085+00,,,4708,[],
6260,2019-09-09 16:00:27.624024,2020-01-20 21:20:12.461623,f,,f,True,,,11,4949,700.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/b6197e4a-b6fb-5cf8-8b85-c57188c105aa-RS2019Q3,,4949,[],
6150,2019-09-09 14:00:51.384634,2020-01-20 21:00:14.414459,f,,f,True,,,11,877,700.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/ae5d771e-ef2d-57d3-8dcf-e64a6845e383-RS2019Q3,,877,"[{""graduationYear"":""2016"",""faculty"":""Social and Cultural Communications"",""university"":""BSU""}]",a2
12003,2020-02-06 17:03:08.92958,2020-08-23 20:27:10.960391,t,no activity,f,False,,,13,9761,,,,,f,2020-02-06 17:03:08.927+00,2020-04-14 17:36:08.429+00,,,9761,[],
13432,2020-02-24 16:21:57.084038,2020-09-28 15:10:00.997213,f,,f,True,,,19,8061,1282.0,,,,f,2020-02-24 16:21:57.081+00,,https://github.com/rolling-scopes-school/e4e34061-c65b-5240-a0b9-1eea47c7c5fa-ANDROID2020,2020-08-31 11:32:18.705+00,8061,[],
13600,2020-03-05 18:51:32.730981,2020-08-10 16:27:04.092668,t,Didn't participate in last home tasks and core JS interterview,f,True,,,20,11099,,,,,f,2020-03-05 18:51:32.729+00,2020-06-24 13:09:45.806+00,https://github.com/rolling-scopes-school/4a14f55d-67ef-5918-add2-46964a4049b9-RSSPL2020Q1,2020-06-10 00:02:54.979+00,11099,[],
9748,2020-02-02 09:36:03.865528,2020-08-03 18:21:04.461539,f,,f,True,,,13,8228,1053.0,,,,f,2020-02-02 09:36:03.863+00,,https://github.com/rolling-scopes-school/ecf340cb-a658-5513-b6ce-7564d22c687e-RS2020Q1,,8228,[],
14504,2020-06-09 15:15:58.477922,2020-09-02 15:57:00.955549,f,,f,False,,,27,11869,,,,,f,2020-06-09 15:15:58.475+00,,https://github.com/rolling-scopes-school/64613f35-4ed0-5b82-8d27-1829ab388c38-JSFUNDAMENTALS,2020-07-13 10:57:58.819+00,11869,[],
14325,2020-04-05 21:39:03.799006,2020-09-28 18:52:57.241634,t,21,f,False,,,21,2882,,,,,f,2020-04-05 21:39:03.796+00,2020-09-28 18:52:57.24+00,,,2882,"[{""graduationYear"":""2015"",""faculty"":""industrial and civil engineering"",""university"":""MINSK STATE ARCHITECTURAL-BUILDING COLLEGE""}]",a2+
10716,2020-02-03 09:34:10.17695,2020-07-30 14:24:10.461087,t,no activity,f,False,,,13,8997,,,,,f,2020-02-03 09:34:10.174+00,2020-04-14 17:36:08.429+00,,,8997,[],
13620,2020-03-05 18:51:36.486102,2020-07-01 21:12:42.622773,t,,f,False,,,20,9336,,,,,f,2020-03-05 18:51:36.484+00,2020-03-18 13:12:46.844+00,,,9336,[],
12230,2020-02-09 13:04:15.138765,2020-07-01 21:12:33.275929,t,выбывает по личным причинам,f,True,,,13,9922,,,,,f,2020-02-09 13:04:15.136+00,2020-05-10 09:48:45.271+00,https://github.com/rolling-scopes-school/6c5acb52-883b-5519-8a67-9db241d2dd4a-RS2020Q1,,9922,[],Pre-Intermediate
9330,2020-02-01 13:22:49.567921,2020-07-22 20:39:04.486114,t,,f,False,,,13,7919,,,,,f,2020-02-01 13:22:49.565+00,2020-03-18 12:51:54.307+00,,,7919,"[{""graduationYear"":""1999"",""faculty"":""IT ENGINEER"",""university"":""University of Technology in Szczecin""},{""graduationYear"":""1996"",""faculty"":""MASTER OF PHYSICS"",""university"":""Higher Pedagogical School in Słupsk""}]",b1
7481,2019-09-10 15:02:35.564483,2020-01-20 21:20:12.461623,f,,f,True,,,11,5461,634.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/522b27bb-397c-51ea-b821-a7b4f8e7892b-RS2019Q3,,5461,[],
7391,2019-09-10 11:18:21.888766,2020-01-21 06:30:12.548653,f,,f,True,,,11,1285,658.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/b2aebe12-8cfd-5d1d-8687-0d3060d4a949-RS2019Q3,,1285,"[{""graduationYear"":""2014"",""faculty"":""public administration and economics "",""university"":""Academy of public administration under the aegies of the President of the Republic of Belarus ""}]",b1
7101,2019-09-09 20:30:48.595881,2020-01-20 21:20:12.461623,f,,f,True,,,11,5705,635.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/e2bcc371-37cf-54be-b528-42c16df87980-RS2019Q3,,5705,[],intermediate(B1)
5881,2019-09-08 10:10:24.600015,2020-01-21 09:25:12.001423,f,,f,True,,,11,813,656.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/77667023-bff2-5524-86da-5c5f99e7c051-RS2019Q3,,813,"[{""graduationYear"":""2018"",""faculty"":""Сhemical Technology"",""university"":""Belarusian State Technological University""}]",b1
8534,2019-09-20 13:29:07.267175,2019-12-17 18:25:11.170372,t,Svetlana asked me to expel her due to personal considerations  ,f,True,,,11,6999,769.0,,,,f,2019-09-20 13:29:07.265+00,2019-12-13 10:17:33.055+00,https://github.com/rolling-scopes-school/3ad24655-b3c3-567f-bf80-dba5b6067368-RS2019Q3,,6999,[],
7051,2019-09-09 19:33:42.813798,2020-01-20 21:20:12.461623,f,,f,True,,,11,5667,708.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/62b36bd6-8e52-5233-9a1d-b384da6b6dda-RS2019Q3,,5667,[],
6405,2019-09-09 16:19:44.466954,2020-01-22 17:35:12.468713,f,,f,True,,,11,5035,942.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/7ad827ff-3585-5d21-9466-ca7aa2e2734b-RS2019Q3,,5035,[],
6711,2019-09-09 17:05:48.890243,2020-01-22 17:45:12.72928,f,,f,True,,,11,5381,942.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/0fa39195-13f0-5b2d-8d7f-fb20c1403cbc-RS2019Q3,,5381,[],
7818,2019-09-11 16:13:39.161097,2020-01-26 12:10:12.79677,f,,f,True,,,11,6317,669.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/96ea7c05-190f-5d89-b06f-3516d845dec5-RS2019Q3,,6317,[],
7531,2019-09-10 17:01:53.378513,2020-01-27 19:15:12.932668,f,,f,True,,,11,6073,950.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/3399a8e7-2b60-5f43-9ec4-9710566395a4-RS2019Q3,,6073,[],
5762,2019-09-07 02:23:12.226508,2020-01-20 21:20:12.461623,f,,f,True,,,11,4550,751.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/c073ec35-de60-55f1-a51b-e1d8f624362f-RS2019Q3,,4550,[],A2
4938,2019-06-25 10:02:38.338312,2019-08-06 12:04:46.181566,f,,f,False,,,9,1148,533.0,,,,f,2017-12-31 21:00:00.01+00,2018-06-30 21:00:00.01+00,,,1148,"[{""graduationYear"":""2012"",""faculty"":""Instrumentation Engineering"",""university"":""BNTU""}]",a2
11926,2020-02-06 08:50:37.568899,2020-02-06 08:50:37.568899,f,,f,False,,,16,9699,,,,,f,2020-02-06 08:50:37.566+00,,,,9699,[],
11194,2020-02-04 14:38:58.491023,2020-08-24 11:54:04.70862,f,,f,True,,,13,9384,1226.0,,,,f,2020-02-04 14:38:58.488+00,,https://github.com/rolling-scopes-school/d7f5756f-c3af-5996-a79d-886541986c47-RS2020Q1,2020-06-11 15:36:55.861+00,9384,"[{""graduationYear"":""2006"",""faculty"":""Psychology"",""university"":""Odessa Pedagogical University""}]",Intermediate
11452,2020-02-05 09:20:44.540972,2020-03-22 21:30:02.056497,f,,f,True,,,17,4544,,,,,f,2020-02-05 09:20:44.538+00,,,,4544,[],
10068,2020-02-02 10:35:30.624246,2020-07-31 14:33:06.463631,f,,f,True,,,13,8504,1078.0,,,,f,2020-02-02 10:35:30.622+00,,https://github.com/rolling-scopes-school/37b324bf-a3e4-5d77-bcd1-cc9374bfdc34-RS2020Q1,2020-06-09 09:06:08.686+00,8504,"[{""graduationYear"":""2009"",""faculty"":""FKP"",""university"":""BSUIR""}]",a0
13489,2020-02-27 08:19:08.57921,2020-07-31 14:33:06.463631,f,,f,True,,,13,5217,1007.0,,,,f,2020-02-27 08:19:08.576+00,,https://github.com/rolling-scopes-school/0ffcf5a6-b26a-5c4f-80cb-7942ecf7e039-RS2020Q1,2020-07-14 17:03:46.86+00,5217,"[{""graduationYear"":null,""faculty"":null,""university"":null}]",a2
12875,2020-02-17 16:57:41.658459,2020-09-22 21:00:00.982326,f,,f,True,,,19,10446,1330.0,,,,f,2020-02-17 16:57:41.656+00,,https://github.com/rolling-scopes-school/77b50faa-6550-5f29-aa88-b92e7fc8b27e-ANDROID2020,2020-09-08 21:37:52.331+00,10446,[],a2
7054,2019-09-09 19:36:18.412346,2019-12-20 17:50:11.667268,t,Failed Stage 2,f,True,,,11,5670,667.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/1d3c5db1-b476-5edf-8092-53c54d3e5e09-RS2019Q3,,5670,[],
8543,2019-09-20 16:59:40.735023,2020-01-20 21:20:12.461623,f,,f,True,,,11,7011,784.0,,,,f,2019-09-20 16:59:40.733+00,,https://github.com/rolling-scopes-school/7f0bbd49-76ca-59b8-9bc6-250d147152cb-RS2019Q3,,7011,[],
5819,2019-09-07 13:01:09.891305,2020-01-20 21:20:12.461623,f,,f,True,,,11,4556,794.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/b5a8accd-c685-5a37-9b54-861736569f0a-RS2019Q3,,4556,[],
5825,2019-09-07 13:59:19.31948,2020-01-20 21:20:12.461623,f,,f,True,,,11,4606,787.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/acdec7ca-be6d-549e-b7d0-ccc4f39c62ed-RS2019Q3,,4606,[],
6910,2019-09-09 17:56:57.712037,2020-01-21 12:55:12.063802,f,,f,True,,,11,5546,927.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/cd01c0ac-2f3d-56b7-b11d-d9cb79cd6a43-RS2019Q3,,5546,[],
7375,2019-09-10 10:33:04.730342,2020-01-21 21:05:12.851933,f,,f,True,,,11,5940,913.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/82fe73db-1156-53d1-9355-ad1e3b43da49-RS2019Q3,,5940,[],
8698,2019-09-26 06:53:48.98548,2019-09-26 06:53:48.98548,t,Failed stage 1,f,False,,,11,7185,,,,,f,2019-09-26 06:53:48.983+00,2019-11-05 21:14:47.316085+00,,,7185,[],
6939,2019-09-09 18:12:13.629112,2020-01-20 21:20:12.461623,f,,f,True,,,11,5572,743.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/49303adc-35ab-57e5-a953-1e3e028d1441-RS2019Q3,,5572,[],b1
5925,2019-09-08 18:17:31.221746,2020-01-20 21:20:12.461623,f,,f,True,,,11,4678,783.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/61aa2fb2-d35f-5065-91f2-83a865c9aec7-RS2019Q3,,4678,[],a0
13613,2020-03-05 18:51:35.497619,2020-07-18 07:30:04.786675,f,,f,True,,,20,11138,1041.0,,,,f,2020-03-05 18:51:35.495+00,,https://github.com/rolling-scopes-school/53e87489-a731-58a7-8264-65704f68488a-RSSPL2020Q1,,11138,[],
12976,2020-02-17 17:51:42.26918,2020-10-13 21:00:01.563666,f,,f,True,,,19,5765,1326.0,,,,f,2020-02-17 17:51:42.266+00,,https://github.com/rolling-scopes-school/99ca8db8-ed06-5c1a-930d-119b22f8f153-ANDROID2020,2020-07-23 22:06:10.553+00,5765,[],a0
10203,2020-02-02 12:24:12.590466,2020-08-23 20:27:10.960391,t,no activity,f,False,,,13,8614,,,,,f,2020-02-02 12:24:12.588+00,2020-04-14 17:36:08.428+00,,,8614,[],
13599,2020-03-05 18:51:32.184203,2020-07-01 21:12:42.622773,t,200 minimum score criteria is not met,f,False,,,20,11133,,,,,f,2020-03-05 18:51:32.182+00,2020-06-04 11:29:23.769+00,https://github.com/rolling-scopes-school/4e86344a-b3f0-5cad-bc2b-7a8bd7cf35ef-RSSPL2020Q1,,11133,[],
10245,2020-02-02 13:08:29.720233,2020-08-23 20:24:11.30329,t,no activity,f,False,,,13,5734,,,,,f,2020-02-02 13:08:29.717+00,2020-04-14 17:36:08.429+00,,,5734,[],
10030,2020-02-02 10:22:59.40951,2020-08-23 20:27:10.960391,t,no completed tasks,f,False,,,13,8478,,,,,f,2020-02-02 10:22:59.407+00,2020-04-14 17:34:16.479+00,,,8478,[],A2-B1
5873,2019-09-08 08:02:31.639432,2020-01-20 21:20:12.461623,f,,f,True,,,11,892,718.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/82b63dfd-c400-5c6f-8ce3-7847f18aaeca-RS2019Q3,,892,"[{""graduationYear"":""2012"",""faculty"":""other"",""university"":null}]",a2
7094,2019-09-09 20:20:20.264082,2019-11-20 21:55:13.029292,t,No activity in private repository,f,True,,,11,5700,657.0,,,,f,2019-09-09 07:35:20.981+00,2019-12-04 09:17:02.998689+00,https://github.com/rolling-scopes-school/7b1830af-f7b1-5916-bf5a-6449dbd15419-RS2019Q3,,5700,[],
7340,2019-09-10 09:35:31.767728,2020-01-26 16:00:16.536871,f,,f,True,,,11,5908,632.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/c75759e1-73f4-5092-8e8d-89ec774e0498-RS2019Q3,,5908,[],
7176,2019-09-10 04:45:47.963747,2020-01-26 18:00:15.992335,f,,f,True,,,11,5764,919.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/112ad809-19bf-5d2e-bc81-51e74ed32cfa-RS2019Q3,,5764,[],
8762,2019-09-30 10:16:29.338952,2020-01-20 21:20:12.461623,f,,f,True,,,11,7257,917.0,,,,f,2019-09-30 10:16:29.336+00,,https://github.com/rolling-scopes-school/d067c929-c1a8-5e18-9549-a3eb647d8834-RS2019Q3,,7257,[],
11162,2020-02-04 12:50:27.021873,2020-08-23 20:27:10.960391,t,no activity,f,False,,,13,9355,,,,,f,2020-02-04 12:50:27.019+00,2020-04-14 17:36:08.428+00,,,9355,[],A2
6999,2019-09-09 18:51:01.815966,2020-01-20 21:20:12.461623,f,,f,True,,,11,2077,669.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/20b9e705-7db6-53b9-9503-99d0db025f0b-RS2019Q3,,2077,"[{""graduationYear"":""2017"",""faculty"":""International relations"",""university"":""BSU""}]",b1
6768,2019-09-09 17:16:04.844906,2020-01-20 21:20:12.461623,f,,f,True,,,11,5365,1000.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/4edd12ac-c80b-5df5-8f76-db6aa95ad01c-RS2019Q3,,5365,[],
11618,2020-02-05 12:45:15.067012,2020-04-01 13:30:00.599077,f,,f,True,,,16,4953,,,,,f,2020-02-05 12:45:15.064+00,,,,4953,[],
6290,2019-09-09 16:08:42.261194,2020-01-20 21:20:12.461623,f,,f,True,,,11,4971,757.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/2a45a04a-38b3-535e-b543-49b4139d28a7-RS2019Q3,,4971,"[{""graduationYear"":null,""faculty"":null,""university"":""BSUIR""}]",a2
5659,2019-08-06 11:55:21.410045,2019-08-06 12:04:45.475319,f,,f,False,,,9,4407,510.0,,,,f,2017-12-31 21:00:00.01+00,2018-06-30 21:00:00.01+00,,,4407,"[{""graduationYear"":null,""faculty"":null,""university"":null}]",b2
8125,2019-09-15 06:23:38.582103,2020-01-20 21:20:12.461623,f,,f,True,,,11,923,766.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/b8ec8765-8256-574d-910c-55909bee3e1b-RS2019Q3,,923,"[{""graduationYear"":""2016"",""faculty"":""Instrumentation Engineering"",""university"":""BNTU""}]",a2
11927,2020-02-06 08:52:31.379055,2020-03-22 21:30:02.056497,f,,f,False,,,17,677,,,,,f,2020-02-06 08:52:31.376+00,,,,677,"[{""graduationYear"":""2017"",""faculty"":""Radiophysics and Computer Technologies"",""university"":""BSU""}]",b1-b2
7629,2019-09-11 00:05:11.569048,2020-02-16 13:20:20.651983,f,,f,True,,,11,1557,944.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/9a84a066-a07c-5820-ba4b-11164cf83c5e-RS2019Q3,,1557,"[{""graduationYear"":""2021"",""faculty"":""Information Technologies and Control"",""university"":""BSUIR""}]",b2
9455,2020-02-02 01:42:08.810069,2020-07-29 16:21:03.711205,f,,f,True,,,13,8010,1024.0,,,,f,2020-02-02 01:42:08.808+00,,https://github.com/rolling-scopes-school/2c85ff86-afb0-5e3a-90c3-7a25913fef5b-RS2020Q1,2020-06-22 18:33:23.948+00,8010,[],
11453,2020-02-05 09:21:14.426941,2020-08-03 13:18:01.109714,t,16,f,False,,,16,4544,,,,,f,2020-02-05 09:21:14.423+00,2020-08-03 13:18:01.106+00,,,4544,[],
12804,2020-02-17 16:38:00.634884,2020-09-19 21:00:00.858001,t,No motivation. The student decided not to continue the course.,f,True,,,19,10390,,,,,f,2020-02-17 16:38:00.632+00,2020-06-23 08:18:00.599+00,https://github.com/rolling-scopes-school/d86c2e0a-cdf5-5b66-8830-3cd7687e112d-ANDROID2020,,10390,[],
13905,2020-03-22 08:41:51.602402,2020-07-01 21:48:01.321541,f,,f,False,,,21,5424,,,,,f,2020-03-22 08:41:51.599+00,,,,5424,[],
10486,2020-02-02 18:08:22.274417,2020-07-01 21:12:33.275929,t,"Not completed the following tasks in time. 
Virtual Keyboard
Cross-Check: Virtual Keyboard
English for Kids
Cross-Check: English for Kids
Codewars stage 2.
",f,True,,,13,8831,1217.0,,,,f,2020-02-02 18:08:22.271+00,2020-05-12 15:55:47.272221+00,https://github.com/rolling-scopes-school/f7ca7274-acfc-5e0d-9cc8-224bfd357ff8-RS2020Q1,,8831,[],A2
7331,2019-09-10 09:24:51.202685,2019-11-28 15:30:11.640026,t,,f,False,,,11,955,,,,,f,2019-09-09 07:35:20.981+00,2019-12-04 08:30:28.020328+00,,,955,"[{""graduationYear"":""2012"",""faculty"":""Business management"",""university"":""ISMA""}]",b2
6607,2019-09-09 16:39:55.800579,2019-11-28 15:25:10.995612,t,Selected for Short Track 2019 Q3 student,f,True,,,11,4978,,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,,,4978,[],
7510,2019-09-10 16:08:46.507535,2019-11-28 15:30:11.640026,t,,f,True,,,11,1067,,,,,f,2019-09-09 07:35:20.981+00,2019-12-04 08:30:28.020328+00,,,1067,"[{""graduationYear"":""2014"",""faculty"":""Telecommunication"",""university"":""BSUIR""}]",a2
6416,2019-09-09 16:20:24.844061,2019-11-25 16:19:51.685,t,No activity in private repository,f,False,,,11,5090,908.0,,,,f,2019-09-09 07:35:20.981+00,2019-12-04 09:17:02.998689+00,https://github.com/rolling-scopes-school/05f6c4ee-20f0-5b78-98cf-096255d2f1c4-RS2019Q3,,5090,[],
11455,2020-02-05 09:22:18.097853,2020-03-26 10:48:00.509385,f,,f,True,,,16,600,,,,,f,2020-02-05 09:22:18.095+00,,,,600,"[{""graduationYear"":""2014"",""faculty"":""Computer Systems and Networks"",""university"":""BSUIR""}]",b2
11454,2020-02-05 09:22:06.496923,2020-03-26 10:48:00.509385,f,,f,True,,,16,4551,,,,,f,2020-02-05 09:22:06.494+00,,,,4551,[],
5737,2019-09-06 17:07:38.094911,2020-01-20 21:00:14.414459,f,,f,True,,,11,841,642.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/6225e5e0-0a4f-5283-a4e2-b7979596bd9f-RS2019Q3,,841,"[{""graduationYear"":""2010"",""faculty"":""electro"",""university"":""MGPTK electroniki""}]",a2
7126,2019-09-09 21:13:45.462757,2020-01-20 21:20:12.461623,f,,f,True,,,11,5722,1003.0,,,,f,2019-09-09 07:35:20.981+00,1970-01-01 00:00:00+00,https://github.com/rolling-scopes-school/cb80db6f-e037-5fce-b3bd-333ca2c17bd1-RS2019Q3,,5722,[],
13007,2020-02-17 18:26:24.55175,2020-07-01 21:12:02.329691,t,More than two tasks have not been finished,f,False,,,19,2249,,,,,f,2020-02-17 18:26:24.549+00,2020-05-28 18:14:40.881+00,,,2249,"[{""graduationYear"":null,""faculty"":null,""university"":null}]",a1
14446,2020-05-29 09:12:54.302056,2020-09-10 18:00:00.278064,f,,f,False,,,27,11778,,,,,f,2020-05-29 09:12:54.299+00,,https://github.com/rolling-scopes-school/4f2fc3c3-989f-5f2d-8927-cbac684ea48b-JSFUNDAMENTALS,,11778,[],
13966,2020-03-23 08:20:10.405849,2020-07-01 21:12:05.262677,f,,f,True,,,21,6008,,,,,f,2020-03-23 08:20:10.402+00,,,,6008,[],
13641,2020-03-05 18:52:17.135444,2020-07-01 21:12:42.622773,t,Too little score,f,False,,,20,11167,,,,,f,2020-03-05 18:52:17.133+00,2020-04-22 12:45:21.452+00,https://github.com/rolling-scopes-school/570df6c6-bf70-511a-b4f4-a3b42d6e98ff-RSSPL2020Q1,,11167,[],
11196,2020-02-04 14:51:45.317952,2020-07-30 14:21:03.722508,f,,f,True,,,13,9386,1119.0,,,,f,2020-02-04 14:51:45.315+00,,https://github.com/rolling-scopes-school/153831b0-21ea-5c7c-8dc0-420f78a183b7-RS2020Q1,2020-06-13 11:25:46.773+00,9386,[],a0
13653,2020-03-05 18:53:02.140849,2020-08-10 16:27:04.092668,f,,f,True,,,20,11175,1044.0,,,,f,2020-03-05 18:53:02.139+00,,https://github.com/rolling-scopes-school/90dcda40-0112-56d6-993c-9201a8cb35ba-RSSPL2020Q1,,11175,[],a0
