taskId,createdDate,updatedDate,name,descriptionUrl,description,verification,githubPrRequired,useJury,allowStudentArtefacts,githubRepoName,sourceGithubRepoUrl,type,tags,discipline,attributes,courseTaskId,createdDateCourseTask,updatedDateCourseTask,mentorStartDate,mentorEndDate,maxScore,stageId,scoreWeight,checker,taskOwnerId,studentStartDate,studentEndDate,courseId,pairsCount,typeCourseTask,disabled,createdDateCourse,updatedDateCourse,nameCourse,year,primarySkillId,primarySkillName,locationName,alias,completed,descriptionCourse,descriptionUrlCourse,planned,courseStartDate,courseEndDate,fullName,registrationEndDate,inviteOnly
406,2019-08-29 09:21:54.045655,2019-08-29 10:08:53.337095,ST Javascript Classes & Inheritance,https://github.com/rolling-scopes-school/RS-Short-Track/wiki/2.-Javascript-Classes-&-Inheritance,,manual,t,f,f,,,,,,{},282,2019-08-29 09:22:35.031268,2019-08-29 13:07:56.092833,,,120.0,16.0,0.7,mentor,,2019-04-12 00:00:00+00,2019-04-14 00:00:00+00,12,,,f,2019-08-29 07:26:02.025829,2019-10-25 17:20:30.9813,RS-ST 2019 Q1,,javascript,JavaScript,,rs-st-2019-q1,t,RS Short Track 2019 Q1,,f,2019-04-08 07:23:45.643+00,2019-07-10 07:23:45.643+00,Rolling Scopes School 2019 Q1: Short Track,,t
415,2019-08-29 11:07:41.484385,2019-08-29 11:07:41.484385,ST Bonus,https://github.com/rolling-scopes-school/docs/blob/master/rs-activist.md,,manual,f,f,f,,,,,,{},298,2019-08-29 11:08:18.83986,2019-08-29 13:08:48.754344,,,20.0,16.0,1.0,mentor,,2019-04-08 00:00:00+00,2019-07-10 00:00:00+00,12,,,f,2019-08-29 07:26:02.025829,2019-10-25 17:20:30.9813,RS-ST 2019 Q1,,javascript,JavaScript,,rs-st-2019-q1,t,RS Short Track 2019 Q1,,f,2019-04-08 07:23:45.643+00,2019-07-10 07:23:45.643+00,Rolling Scopes School 2019 Q1: Short Track,,t
409,2019-08-29 09:37:01.324698,2019-11-11 18:15:52.011347,ST Autocomplete UI,https://github.com/rolling-scopes-school/RS-Short-Track/wiki/4.-Autocomplete-UI,,manual,t,f,f,,,jstask,,,{},287,2019-08-29 09:38:23.542814,2019-08-29 14:37:33.229604,,,120.0,16.0,1.0,mentor,,2019-04-29 00:00:00+00,2019-05-02 00:00:00+00,12,,,f,2019-08-29 07:26:02.025829,2019-10-25 17:20:30.9813,RS-ST 2019 Q1,,javascript,JavaScript,,rs-st-2019-q1,t,RS Short Track 2019 Q1,,f,2019-04-08 07:23:45.643+00,2019-07-10 07:23:45.643+00,Rolling Scopes School 2019 Q1: Short Track,,t
413,2019-08-29 10:57:34.732592,2019-11-11 18:19:01.013044,ST JS Test,http://learn.javascript.ru/,,manual,f,f,f,,,test,,,{},334,2019-11-11 18:08:06.204743,2019-11-15 14:13:29.436334,,,100.0,19.0,1.0,taskOwner,2115.0,2019-11-11 14:13:00+00,2019-11-11 14:13:00+00,14,,,f,2019-10-24 10:00:46.296231,2020-02-07 08:51:36.59706,ST 2019 Q3,,javascript,JavaScript,,st-2019-q3,t,Short Track 2019Q3,,f,2019-10-28 09:59:47.095+00,2020-01-31 09:59:47.095+00,Rolling Scopes School: Short Track 2019 Q3,2019-10-23 10:00:06.576+00,t
451,2019-12-11 17:17:25.352869,2019-12-11 17:17:25.352869,Async-extra,https://example.com,,manual,f,f,f,,,jstask,st,,{},364,2019-12-20 07:59:57.08293,2019-12-20 08:55:51.340392,,,100.0,19.0,1.0,taskOwner,2103.0,2019-12-12 07:59:00+00,2019-12-13 07:59:00+00,14,,,f,2019-10-24 10:00:46.296231,2020-02-07 08:51:36.59706,ST 2019 Q3,,javascript,JavaScript,,st-2019-q3,t,Short Track 2019Q3,,f,2019-10-28 09:59:47.095+00,2020-01-31 09:59:47.095+00,Rolling Scopes School: Short Track 2019 Q3,2019-10-23 10:00:06.576+00,t
460,2019-12-20 08:53:52.921362,2019-12-20 08:53:52.921362,re:bind,https://example.com,,manual,f,f,f,,,jstask,st,,{},365,2019-12-20 08:54:24.629917,2019-12-20 08:54:24.629917,,,100.0,19.0,1.0,taskOwner,2115.0,2019-12-20 08:54:00+00,2019-12-22 08:54:00+00,14,,,f,2019-10-24 10:00:46.296231,2020-02-07 08:51:36.59706,ST 2019 Q3,,javascript,JavaScript,,st-2019-q3,t,Short Track 2019Q3,,f,2019-10-28 09:59:47.095+00,2020-01-31 09:59:47.095+00,Rolling Scopes School: Short Track 2019 Q3,2019-10-23 10:00:06.576+00,t
449,2019-11-27 15:58:51.613495,2019-11-27 15:58:51.613495,ST Checkpoint 1,https://app.rs.school/,,manual,f,f,f,,,interview,,,{},352,2019-11-27 15:59:43.822208,2019-11-27 15:59:43.822208,,,100.0,19.0,1.0,taskOwner,3493.0,2019-11-27 15:59:00+00,2019-11-27 15:59:00+00,14,,,f,2019-10-24 10:00:46.296231,2020-02-07 08:51:36.59706,ST 2019 Q3,,javascript,JavaScript,,st-2019-q3,t,Short Track 2019Q3,,f,2019-10-28 09:59:47.095+00,2020-01-31 09:59:47.095+00,Rolling Scopes School: Short Track 2019 Q3,2019-10-23 10:00:06.576+00,t
458,2019-12-16 15:59:10.804471,2019-12-16 15:59:10.804471,ST React App,https://github.com/rolling-scopes-school/RS-Short-Track/wiki/6.-Things-APP,,manual,f,f,f,,,jstask,st,,{},362,2019-12-16 15:59:40.072475,2019-12-16 15:59:40.072475,,,100.0,19.0,1.0,taskOwner,3493.0,2019-12-13 15:59:00+00,2019-12-16 15:59:00+00,14,,,f,2019-10-24 10:00:46.296231,2020-02-07 08:51:36.59706,ST 2019 Q3,,javascript,JavaScript,,st-2019-q3,t,Short Track 2019Q3,,f,2019-10-28 09:59:47.095+00,2020-01-31 09:59:47.095+00,Rolling Scopes School: Short Track 2019 Q3,2019-10-23 10:00:06.576+00,t
461,2020-01-10 20:07:46.237318,2020-01-10 20:07:46.237318,Angular Workshop,https://angular.io/,,manual,f,f,f,,,jstask,,,{},366,2020-01-10 20:08:41.149278,2020-01-10 20:08:41.149278,,,100.0,19.0,0.3,taskOwner,,2020-01-10 20:08:00+00,2020-01-10 20:08:00+00,14,,,f,2019-10-24 10:00:46.296231,2020-02-07 08:51:36.59706,ST 2019 Q3,,javascript,JavaScript,,st-2019-q3,t,Short Track 2019Q3,,f,2019-10-28 09:59:47.095+00,2020-01-31 09:59:47.095+00,Rolling Scopes School: Short Track 2019 Q3,2019-10-23 10:00:06.576+00,t
405,2019-08-29 09:16:23.185166,2019-08-29 10:09:04.204396,ST Auto Complete,https://github.com/rolling-scopes-school/RS-Short-Track/wiki/1.-Auto-Complete,,manual,t,f,f,,,,,,{},329,2019-10-30 10:42:11.927156,2019-11-15 14:13:14.057039,,,100.0,19.0,0.4,taskOwner,3493.0,2019-10-30 14:12:00+00,2019-11-03 14:12:00+00,14,,,f,2019-10-24 10:00:46.296231,2020-02-07 08:51:36.59706,ST 2019 Q3,,javascript,JavaScript,,st-2019-q3,t,Short Track 2019Q3,,f,2019-10-28 09:59:47.095+00,2020-01-31 09:59:47.095+00,Rolling Scopes School: Short Track 2019 Q3,2019-10-23 10:00:06.576+00,t
404,2019-08-29 08:12:24.073776,2019-10-28 10:40:19.063008,ST Read me,https://github.com/rolling-scopes-school/RS-Short-Track/wiki/0.-Readme,,manual,t,f,f,,,,,,{},323,2019-10-25 12:05:58.160148,2019-11-15 14:12:48.130713,,,100.0,19.0,0.1,taskOwner,3493.0,2019-10-28 14:12:00+00,2019-10-29 14:12:00+00,14,,,f,2019-10-24 10:00:46.296231,2020-02-07 08:51:36.59706,ST 2019 Q3,,javascript,JavaScript,,st-2019-q3,t,Short Track 2019Q3,,f,2019-10-28 09:59:47.095+00,2020-01-31 09:59:47.095+00,Rolling Scopes School: Short Track 2019 Q3,2019-10-23 10:00:06.576+00,t
406,2019-08-29 09:21:54.045655,2019-08-29 10:08:53.337095,ST Javascript Classes & Inheritance,https://github.com/rolling-scopes-school/RS-Short-Track/wiki/2.-Javascript-Classes-&-Inheritance,,manual,t,f,f,,,,,,{},330,2019-11-03 10:04:11.464584,2019-11-15 14:06:43.459564,,,100.0,19.0,0.5,taskOwner,2103.0,2019-11-07 14:06:00+00,2019-11-10 14:06:00+00,14,,,f,2019-10-24 10:00:46.296231,2020-02-07 08:51:36.59706,ST 2019 Q3,,javascript,JavaScript,,st-2019-q3,t,Short Track 2019Q3,,f,2019-10-28 09:59:47.095+00,2020-01-31 09:59:47.095+00,Rolling Scopes School: Short Track 2019 Q3,2019-10-23 10:00:06.576+00,t
415,2019-08-29 11:07:41.484385,2019-08-29 11:07:41.484385,ST Bonus,https://github.com/rolling-scopes-school/docs/blob/master/rs-activist.md,,manual,f,f,f,,,,,,{},324,2019-10-25 12:09:39.661395,2019-11-15 14:09:40.671148,,,500.0,19.0,1.0,taskOwner,2103.0,2019-09-01 14:07:00+00,2020-09-01 14:07:00+00,14,,,f,2019-10-24 10:00:46.296231,2020-02-07 08:51:36.59706,ST 2019 Q3,,javascript,JavaScript,,st-2019-q3,t,Short Track 2019Q3,,f,2019-10-28 09:59:47.095+00,2020-01-31 09:59:47.095+00,Rolling Scopes School: Short Track 2019 Q3,2019-10-23 10:00:06.576+00,t
393,2019-07-26 13:14:49.106312,2019-11-07 09:21:44.562843,ST JS assignments,https://github.com/rolling-scopes-school/RS-Short-Track/wiki/3.-JS-assignments,,manual,f,f,f,,,jstask,st,,{},333,2019-11-07 09:19:09.874808,2020-01-20 07:53:03.414256,,,150.0,19.0,1e-05,taskOwner,2103.0,2019-11-06 14:07:00+00,2019-11-12 14:07:00+00,14,,,f,2019-10-24 10:00:46.296231,2020-02-07 08:51:36.59706,ST 2019 Q3,,javascript,JavaScript,,st-2019-q3,t,Short Track 2019Q3,,f,2019-10-28 09:59:47.095+00,2020-01-31 09:59:47.095+00,Rolling Scopes School: Short Track 2019 Q3,2019-10-23 10:00:06.576+00,t
409,2019-08-29 09:37:01.324698,2019-11-11 18:15:52.011347,ST Autocomplete UI,https://github.com/rolling-scopes-school/RS-Short-Track/wiki/4.-Autocomplete-UI,,manual,t,f,f,,,jstask,,,{},335,2019-11-11 18:13:16.389987,2019-11-20 08:49:16.418756,,,110.0,19.0,0.5,taskOwner,3493.0,2019-11-15 14:13:00+00,2019-11-19 14:13:00+00,14,,,f,2019-10-24 10:00:46.296231,2020-02-07 08:51:36.59706,ST 2019 Q3,,javascript,JavaScript,,st-2019-q3,t,Short Track 2019Q3,,f,2019-10-28 09:59:47.095+00,2020-01-31 09:59:47.095+00,Rolling Scopes School: Short Track 2019 Q3,2019-10-23 10:00:06.576+00,t
459,2019-12-18 14:22:47.842869,2019-12-18 14:22:47.842869,ST TDD,https://example.com,,manual,f,f,f,,,jstask,st,,{},363,2019-12-18 14:23:29.714685,2019-12-18 14:23:29.714685,,,100.0,19.0,1.0,taskOwner,2115.0,2019-12-18 14:23:00+00,2019-12-18 14:23:00+00,14,,,f,2019-10-24 10:00:46.296231,2020-02-07 08:51:36.59706,ST 2019 Q3,,javascript,JavaScript,,st-2019-q3,t,Short Track 2019Q3,,f,2019-10-28 09:59:47.095+00,2020-01-31 09:59:47.095+00,Rolling Scopes School: Short Track 2019 Q3,2019-10-23 10:00:06.576+00,t
448,2019-11-20 10:39:10.274681,2019-11-20 10:39:10.274681,Fancy Weather,https://github.com/rolling-scopes-school/tasks/blob/master/tasks/fancy-weather.md,,manual,t,f,f,,,jstask,,,{},350,2019-11-20 10:40:56.936083,2020-01-20 20:56:08.618894,,,280.0,18.0,0.7,mentor,1328.0,2019-11-03 08:00:00+00,2019-12-18 20:59:00+00,11,,,f,2019-08-27 07:36:13.565873,2020-03-13 15:39:41.477995,RS 2019 Q3,,javascript,JavaScript,,rs-2019-q3,t,RS 2019 Q3,,f,2019-09-09 07:35:20.981+00,2020-01-31 07:35:20.981+00,Rolling Scopes School 2019 Q3,,f
445,2019-11-13 07:46:32.194939,2019-12-03 14:41:40.672641,"Code Jam ""Palette""",https://github.com/rolling-scopes-school/tasks/blob/master/tasks/stage-2/codejam-palette/codejam-palette_en.md,,manual,t,f,f,,,codejam,"codejam,canvas,dom",,{},336,2019-11-13 07:47:34.232721,2019-11-15 12:40:11.757945,,,120.0,18.0,1.0,mentor,1328.0,2019-11-08 05:00:00+00,2019-11-11 20:59:00+00,11,,,f,2019-08-27 07:36:13.565873,2020-03-13 15:39:41.477995,RS 2019 Q3,,javascript,JavaScript,,rs-2019-q3,t,RS 2019 Q3,,f,2019-09-09 07:35:20.981+00,2020-01-31 07:35:20.981+00,Rolling Scopes School 2019 Q3,,f
417,2019-09-17 07:09:54.066212,2020-02-02 09:07:48.746248,HTML/CSS Self Education,https://github.com/rolling-scopes-school/tasks/blob/master/tasks/stage-1/HTML-CSS-self-ru.md,,auto,f,f,f,,,htmlcssacademy,stage1,,{},300,2019-09-17 08:15:35.715649,2020-04-06 10:49:35.519015,,,100.0,17.0,0.01,mentor,,2019-09-09 00:00:00+00,2019-09-19 00:00:00+00,11,,htmlcssacademy,f,2019-08-27 07:36:13.565873,2020-03-13 15:39:41.477995,RS 2019 Q3,,javascript,JavaScript,,rs-2019-q3,t,RS 2019 Q3,,f,2019-09-09 07:35:20.981+00,2020-01-31 07:35:20.981+00,Rolling Scopes School 2019 Q3,,f
442,2019-10-27 12:08:46.726741,2019-10-28 06:59:34.373416,"Code Jam ""Canvas""",https://github.com/rolling-scopes-school/tasks/blob/master/tasks/stage-2/codejam-canvas/codejam-canvas.md,,manual,f,f,f,,,,"stage2 ,canvas,codejam",,{},325,2019-10-27 12:09:53.130143,2019-11-15 12:31:01.943109,,,50.0,18.0,1.0,mentor,,2019-10-24 17:00:00+00,2019-10-27 20:59:00+00,11,,,f,2019-08-27 07:36:13.565873,2020-03-13 15:39:41.477995,RS 2019 Q3,,javascript,JavaScript,,rs-2019-q3,t,RS 2019 Q3,,f,2019-09-09 07:35:20.981+00,2020-01-31 07:35:20.981+00,Rolling Scopes School 2019 Q3,,f
443,2019-10-28 07:46:31.518101,2019-11-01 14:30:13.900706,Repair Design Project. Difficulty Level 3,https://github.com/rolling-scopes-school/tasks/blob/master/tasks/markups/level-3/repair-design-project/repair-design-project-en.md,,manual,f,f,f,,,,stage1,,{},328,2019-10-28 07:48:01.625307,2019-11-15 12:42:26.150687,,,100.0,17.0,1.0,mentor,,2019-10-01 17:00:00+00,2019-12-01 20:59:00+00,11,,,f,2019-08-27 07:36:13.565873,2020-03-13 15:39:41.477995,RS 2019 Q3,,javascript,JavaScript,,rs-2019-q3,t,RS 2019 Q3,,f,2019-09-09 07:35:20.981+00,2020-01-31 07:35:20.981+00,Rolling Scopes School 2019 Q3,,f
446,2019-11-13 08:16:07.288782,2019-11-24 15:47:56.206248,"Code Jam ""Image API""",https://github.com/rolling-scopes-school/tasks/blob/master/tasks/stage-2/codejam-image-api/codejam-image-api_ru.md,,manual,t,f,f,,,codejam,"codejam,stage2 ",,{},337,2019-11-13 08:21:59.44239,2019-11-19 08:47:29.701909,,,100.0,18.0,1.0,mentor,1328.0,2019-11-14 17:00:00+00,2019-11-18 20:49:00+00,11,,,f,2019-08-27 07:36:13.565873,2020-03-13 15:39:41.477995,RS 2019 Q3,,javascript,JavaScript,,rs-2019-q3,t,RS 2019 Q3,,f,2019-09-09 07:35:20.981+00,2020-01-31 07:35:20.981+00,Rolling Scopes School 2019 Q3,,f
452,2019-12-16 09:39:38.046401,2019-12-16 09:39:38.046401,Fancy-weather Cross-Check,https://github.com/rolling-scopes-school/tasks/blob/master/tasks/fancy-weather.md,,manual,f,f,f,,,jstask,,,{},356,2019-12-16 09:41:27.698435,2019-12-24 10:13:38.728977,,,210.0,18.0,0.3,crossCheck,606.0,2019-12-03 07:39:00+00,2019-12-22 21:00:00+00,11,,,f,2019-08-27 07:36:13.565873,2020-03-13 15:39:41.477995,RS 2019 Q3,,javascript,JavaScript,,rs-2019-q3,t,RS 2019 Q3,,f,2019-09-09 07:35:20.981+00,2020-01-31 07:35:20.981+00,Rolling Scopes School 2019 Q3,,f
88,2019-04-26 14:55:46.446081,2019-04-26 14:55:46.446081,RS Activist,,,manual,,f,f,,,,,,{},367,2020-01-19 16:51:46.691809,2020-01-19 16:51:46.691809,,,100.0,18.0,1.0,taskOwner,1328.0,2020-01-18 21:00:00+00,2020-01-19 21:00:00+00,11,,,f,2019-08-27 07:36:13.565873,2020-03-13 15:39:41.477995,RS 2019 Q3,,javascript,JavaScript,,rs-2019-q3,t,RS 2019 Q3,,f,2019-09-09 07:35:20.981+00,2020-01-31 07:35:20.981+00,Rolling Scopes School 2019 Q3,,f
351,2019-06-05 11:51:12.229807,2019-06-05 11:51:12.229807,Stage#2 Final Test,,,auto,,f,f,,,,,,{},347,2019-11-19 10:18:28.401575,2019-11-19 10:18:28.401575,,,100.0,18.0,1.0,taskOwner,2612.0,2019-12-07 09:00:00+00,2019-12-07 13:00:00+00,11,,,f,2019-08-27 07:36:13.565873,2020-03-13 15:39:41.477995,RS 2019 Q3,,javascript,JavaScript,,rs-2019-q3,t,RS 2019 Q3,,f,2019-09-09 07:35:20.981+00,2020-01-31 07:35:20.981+00,Rolling Scopes School 2019 Q3,,f
435,2019-09-30 08:14:14.847165,2019-10-15 12:40:10.75085,HTML/CSS Test Advanced,https://github.com/rolling-scopes-school/tasks/blob/master/tasks/html-css-test.md,,auto,f,f,f,,,test,stage1,,{},321,2019-10-15 12:42:42.1037,2019-10-15 12:43:35.36623,,,100.0,17.0,0.5,taskOwner,3961.0,2019-10-06 00:00:00+00,2019-10-08 00:00:00+00,11,,,f,2019-08-27 07:36:13.565873,2020-03-13 15:39:41.477995,RS 2019 Q3,,javascript,JavaScript,,rs-2019-q3,t,RS 2019 Q3,,f,2019-09-09 07:35:20.981+00,2020-01-31 07:35:20.981+00,Rolling Scopes School 2019 Q3,,f
422,2019-09-19 10:02:05.134479,2019-11-01 14:31:29.943288,JS: Multiply,https://github.com/Shastel/multiply,,auto,f,f,f,multiply,https://github.com/Shastel/multiply,jstask,stage1,,{},303,2019-09-19 10:04:35.673232,2019-11-20 21:51:53.750426,,,100.0,17.0,0.03,mentor,,2019-09-23 00:00:00+00,2019-10-19 00:00:00+00,11,,,f,2019-08-27 07:36:13.565873,2020-03-13 15:39:41.477995,RS 2019 Q3,,javascript,JavaScript,,rs-2019-q3,t,RS 2019 Q3,,f,2019-09-09 07:35:20.981+00,2020-01-31 07:35:20.981+00,Rolling Scopes School 2019 Q3,,f
96,2019-04-26 14:55:46.485433,2020-05-20 14:50:43.259867,Presentation (live),https://github.com/rolling-scopes-school/tasks/blob/master/tasks/presentation.md,,manual,f,t,f,,,jstask,,,{},354,2019-12-07 14:35:20.567268,2019-12-11 16:33:41.983256,,,60.0,18.0,1.0,jury,2084.0,2019-12-07 12:31:00+00,2019-12-28 20:59:00+00,11,,,f,2019-08-27 07:36:13.565873,2020-03-13 15:39:41.477995,RS 2019 Q3,,javascript,JavaScript,,rs-2019-q3,t,RS 2019 Q3,,f,2019-09-09 07:35:20.981+00,2020-01-31 07:35:20.981+00,Rolling Scopes School 2019 Q3,,f
89,2019-04-26 14:55:46.450715,2020-05-20 14:51:08.093014,Presentation (recorded),https://github.com/rolling-scopes-school/tasks/blob/master/tasks/presentation.md,,manual,f,f,t,,,jstask,,,{},332,2019-11-05 11:51:40.950343,2019-11-19 10:21:01.444201,,,120.0,18.0,1.0,mentor,,2019-11-03 21:00:00+00,2019-12-08 20:59:00+00,11,,,f,2019-08-27 07:36:13.565873,2020-03-13 15:39:41.477995,RS 2019 Q3,,javascript,JavaScript,,rs-2019-q3,t,RS 2019 Q3,,f,2019-09-09 07:35:20.981+00,2020-01-31 07:35:20.981+00,Rolling Scopes School 2019 Q3,,f
428,2019-09-20 09:56:26.502967,2019-11-08 11:44:12.440623,JS: JS-edu,https://github.com/davojta/js-edu,,auto,f,f,f,js-edu,https://github.com/davojta/js-edu,jstask,stage1,,{},306,2019-09-20 09:59:01.071936,2019-11-20 21:52:10.896805,,,100.0,17.0,0.01,mentor,,2019-09-23 00:00:00+00,2019-10-19 00:00:00+00,11,,,f,2019-08-27 07:36:13.565873,2020-03-13 15:39:41.477995,RS 2019 Q3,,javascript,JavaScript,,rs-2019-q3,t,RS 2019 Q3,,f,2019-09-09 07:35:20.981+00,2020-01-31 07:35:20.981+00,Rolling Scopes School 2019 Q3,,f
